IDs	length	Exptl.	resolution	R-factor	FreeRvalue
4DKAC	105	XRAY	1.97	0.19	0.23
1YIOA	208	XRAY	2.2	0.2	0.28
5E38A	216	XRAY	3	0.21	0.27
1L1EA	287	XRAY	2	0.23	0.27
4WLRB	102	XRAY	2	0.18	0.23
5XLJA	208	XRAY	1.9	0.19	0.21
2Q3OA	391	XRAY	2	0.18	0.23
1V2AA	210	XRAY	2.15	0.23	0.28
2CU0A	486	XRAY	2.1	0.21	0.23
2OZBA	130	XRAY	2.6	0.21	0.25
3DLIA	240	XRAY	2.46	0.25	0.29
4S3RA	696	XRAY	2.1	0.17	0.2
2X49A	333	XRAY	1.5	0.19	0.23
1R5LA	262	XRAY	1.5	0.19	0.21
3RNQA	117	XRAY	1.6	0.18	0.21
5K53A	262	XRAY	1.8	0.2	0.23
3ZUKA	699	XRAY	2.6	0.18	0.25
2BWNA	401	XRAY	2.1	0.16	0.22
1SZQA	483	XRAY	2.7	0.21	0.25
2QKOA	215	XRAY	2.35	0.23	0.27
4B9DA	350	XRAY	1.9	0.2	0.22
5EEAA	63	XRAY	2.19	0.25	0.3
3G1TA	258	XRAY	1.7	0.19	0.23
5ZLIA	481	XRAY	2.8	0.19	0.26
4KKRA	241	XRAY	2	0.16	0.19
1Q3OA	109	XRAY	1.8	0.23	0.25
6FY2H	235	XRAY	2.3	0.19	0.22
4YBBAF	106	XRAY	2.1	0.22	0.23
3O8MA	485	XRAY	1.42	0.19	0.22
1MXGA	435	XRAY	1.6	0.16	0.17
5YKIA	415	XRAY	2.25	0.2	0.24
4G6CA	348	XRAY	1.38	0.16	0.19
3BBJA	272	XRAY	2.16	0.18	0.24
2DDMA	283	XRAY	2.1	0.2	0.22
5FCEA	116	XRAY	1.8	0.19	0.23
3QP9A	525	XRAY	1.88	0.23	0.28
3I96A	119	XRAY	1.65	0.16	0.18
5A71A	317	XRAY	0.91	0.11	0.13
6FDGA	155	XRAY	1.3	0.18	0.2
1SPPA	109	XRAY	2.4	0.2	0.26
1IGRA	478	XRAY	2.6	0.24	0.3
4CVQA	431	XRAY	2.11	0.21	0.25
4REYA	213	XRAY	1.96	0.15	0.19
4JZPA	68	XRAY	2.1	0.16	0.18
2QFFA	82	XRAY	1.8	0.2	0.23
4OPWA	241	XRAY	1.75	0.17	0.2
5LFNA	337	XRAY	2.1	0.25	0.26
1YDMA	187	XRAY	2.5	0.22	0.3
5UPRA	265	XRAY	2	0.17	0.21
4YSIA	143	XRAY	1.02	0.15	0.16
2X1LA	524	XRAY	2.3	0.22	0.25
5YXAA	181	XRAY	2.1	0.23	0.26
1YACA	208	XRAY	1.8	0.17	0.2
5FUWA	182	XRAY	2.2	0.19	0.2
2D7CC	42	XRAY	1.75	0.2	0.22
3R3QA	162	XRAY	1.45	0.17	0.18
5HHAA	286	XRAY	1.24	0.15	0.17
5E2EA	269	XRAY	1.9	0.2	0.24
2PURA	292	XRAY	1.7	0.18	0.21
1W1WE	121	XRAY	2.9	0.24	0.28
5Y5SL	281	XRAY	1.9	0.18	0.21
1O97C	264	XRAY	1.6	0.2	0.23
4XUWA	92	XRAY	1.1	0.14	0.18
4LFLA	162	XRAY	1.65	0.22	0.24
1XRXA	50	XRAY	2.15	0.22	0.24
2E9LA	469	XRAY	1.6	0.19	0.22
5XE2A	107	XRAY	2.01	0.2	0.22
3MZ1A	300	XRAY	1.88	0.19	0.22
4G9MA	143	XRAY	1.6	0.18	0.23
5UD8A	112	XRAY	1.8	0.21	0.25
1NRFA	262	XRAY	2.5	0.2	0.26
3BROA	141	XRAY	2.04	0.21	0.25
4OUJA	307	XRAY	1.46	0.16	0.18
4AYTA	595	XRAY	2.85	0.2	0.25
1LEHA	364	XRAY	2.2	0.2	1
3A7OA	75	XRAY	2.5	0.27	0.3
3RRSA	822	XRAY	1.7	0.18	0.21
5CR4A	230	XRAY	1.4	0.17	0.2
2GAIA	633	XRAY	1.7	0.2	0.23
5XB0A	133	XRAY	1.6	0.17	0.2
3VU0A	162	XRAY	1.94	0.19	0.22
3FL2A	124	XRAY	1.75	0.19	0.25
5OLPA	452	XRAY	2	0.18	0.21
4Q97A	111	XRAY	2.4	0.27	0.28
2QORA	204	XRAY	1.8	0.2	0.23
1QKRA	188	XRAY	1.8	0.2	0.25
1VRPA	381	XRAY	2.1	0.26	0.28
1NQ7A	244	XRAY	1.5	0.2	0.22
2F3CI	55	XRAY	2.5	0.17	0.25
4WM8C	247	XRAY	2	0.28	0.28
2ZZVA	361	XRAY	1.4	0.17	0.18
5YATA	350	XRAY	1.75	0.18	0.21
4DIPA	125	XRAY	1.82	0.2	0.23
2QA1A	500	XRAY	1.8	0.2	0.22
5MPHA	238	XRAY	2.34	0.19	0.23
6GIUA	277	XRAY	1.39	0.15	0.17
3DI4A	286	XRAY	1.6	0.14	0.17
2JEKA	145	XRAY	1.38	0.17	0.2
4JD0A	251	XRAY	1.8	0.11	0.17
5XLSA	435	XRAY	2.5	0.23	0.25
5DACA	449	XRAY	2.5	0.21	0.25
4KKUA	296	XRAY	2.35	0.24	0.26
1WCUA	153	XRAY	1.5	0.14	0.16
3MCSA	219	XRAY	2.55	0.22	0.26
4XLYA	300	XRAY	1.82	0.2	0.24
4IDTA	356	XRAY	2.4	0.19	0.23
4AUQB	62	XRAY	2.18	0.2	0.25
3S8GA	569	XRAY	1.8	0.18	0.2
4J0QA	433	XRAY	2.29	0.17	0.21
1LMIA	131	XRAY	1.5	0.2	0.25
5LV1A	280	XRAY	2.12	0.22	0.26
3ZQ4A	555	XRAY	3	0.22	0.26
1A5ZA	319	XRAY	2.1	0.2	0.29
5LZKA	180	XRAY	1.57	0.16	0.19
2X9JA	233	XRAY	1.85	0.16	0.19
5MEYA	135	XRAY	2.05	0.22	0.24
3KVOA	346	XRAY	2.25	0.2	0.25
1YI9A	309	XRAY	1.7	0.2	0.23
4N7BA	541	XRAY	2.2	0.17	0.2
1HXNA	219	XRAY	1.8	0.18	1
1YO8A	634	XRAY	2.6	0.22	0.28
5VJIC	64	XRAY	1.86	0.22	0.28
2C2QA	199	XRAY	1.7	0.21	0.24
2PK3A	321	XRAY	1.82	0.17	0.2
4FHAA	311	XRAY	1.88	0.16	0.18
1HUSA	155	XRAY	2.5	0.22	0.27
3TW5A	367	XRAY	2.95	0.22	0.23
3TJZB	355	XRAY	2.9	0.21	0.26
1ZFJA	491	XRAY	1.9	0.23	0.26
2EBAA	385	XRAY	2.21	0.26	0.28
6AAAA	547	XRAY	1.9	0.19	0.22
3A52A	400	XRAY	2.2	0.18	0.24
3DT5A	135	XRAY	1.94	0.17	0.2
5TZRA	491	XRAY	2.2	0.2	0.23
2R29H	216	XRAY	3	0.26	0.32
2WDQD	115	XRAY	2.4	0.17	0.2
5ZZWA	414	XRAY	2.6	0.25	0.28
2EKNA	159	XRAY	2.05	0.19	0.21
3DBXA	289	XRAY	2	0.22	0.27
3LX7A	174	XRAY	1.78	0.21	0.24
3FASA	260	XRAY	1.4	0.17	0.18
1F2LA	76	XRAY	2	0.24	0.32
3U52C	333	XRAY	1.95	0.18	0.23
5UU6A	243	XRAY	1.95	0.17	0.21
5EHAA	153	XRAY	1.35	0.16	0.18
4EJQA	154	XRAY	1.89	0.19	0.23
4GZVA	142	XRAY	1.95	0.19	0.22
3BC1B	59	XRAY	1.8	0.2	0.24
2B1XB	172	XRAY	2	0.19	0.22
4MDCA	252	XRAY	1.78	0.16	0.19
4XAXA	184	XRAY	2.4	0.16	0.18
3OSKA	130	XRAY	1.8	0.2	0.28
2QHDA	122	XRAY	1.95	0.23	0.27
2BKRA	212	XRAY	1.9	0.17	0.21
2IA0A	171	XRAY	2.37	0.21	0.27
1QOZA	207	XRAY	1.9	0.19	0.25
2QKSA	321	XRAY	2.2	0.23	0.26
3H8UA	125	XRAY	1.8	0.15	0.2
4KVLA	621	XRAY	1.96	0.16	0.19
3JTMA	351	XRAY	1.3	0.15	0.18
2PLRA	213	XRAY	1.6	0.18	0.21
3S3TA	146	XRAY	1.9	0.17	0.22
5J72A	638	XRAY	1.7	0.18	0.2
1YS4A	354	XRAY	2.29	0.19	0.22
1DMUA	299	XRAY	2.2	0.18	0.24
4AK2A	288	XRAY	1.35	0.16	0.19
1VK8A	106	XRAY	1.8	0.14	0.19
2VUTI	43	XRAY	2.3	0.21	0.27
3V96A	184	XRAY	1.9	0.22	0.27
1VP2A	208	XRAY	1.78	0.17	0.2
4QUVA	427	XRAY	2.74	0.23	0.28
3LCYA	197	XRAY	2.5	0.2	0.24
3ZH5A	134	XRAY	1.8	0.2	0.23
2FI0A	81	XRAY	2.1	0.2	0.24
1RYIA	382	XRAY	1.8	0.18	0.21
3IVPA	126	XRAY	2.02	0.2	0.23
1ECEA	358	XRAY	2.4	0.18	0.24
3GFVA	303	XRAY	1.75	0.17	0.19
3K1SA	109	XRAY	2.3	0.19	0.23
2E2AA	105	XRAY	2.1	0.2	0.25
1TYYA	339	XRAY	2.6	0.23	0.29
2NYTA	190	XRAY	2.5	0.25	0.29
2I3YA	215	XRAY	2	0.18	0.23
1I7QB	193	XRAY	1.95	0.18	0.25
2HAIA	576	XRAY	1.58	0.21	0.24
3AJRA	317	XRAY	1.77	0.2	0.22
1HXS2	272	XRAY	2.2	0.27	1
3DMOA	138	XRAY	1.6	0.2	0.22
4QQTA	323	XRAY	1.5	0.22	0.25
5SV0A	244	XRAY	2.6	0.21	0.26
3QBTB	140	XRAY	2	0.21	0.24
2EBBA	101	XRAY	1.6	0.22	0.24
1H0HA	977	XRAY	1.8	0.17	0.2
2P9JA	162	XRAY	2.4	0.22	0.27
2JERA	389	XRAY	1.65	0.17	0.19
3F9XA	166	XRAY	1.25	0.18	0.21
2WY8A	310	XRAY	1.7	0.17	0.2
4YB8A	464	XRAY	1.9	0.18	0.22
2DXQA	150	XRAY	1.8	0.2	0.22
1V4XB	146	XRAY	1.6	0.21	0.25
1KFAH	221	XRAY	2.8	0.24	0.31
3W4PA	266	XRAY	1.05	0.14	0.16
1ZGOA	225	XRAY	1.4	0.14	0.21
4FFHA	492	XRAY	2.2	0.19	0.22
3H1DA	405	XRAY	1.89	0.17	0.23
1SJWA	144	XRAY	1.35	0.14	0.18
5B66D	342	XRAY	1.85	0.16	0.2
5LWEA	331	XRAY	2.8	0.22	0.24
5M05A	800	XRAY	2.67	0.19	0.24
3RIXA	550	XRAY	1.7	0.19	0.22
4TPSA	154	XRAY	1.65	0.13	0.19
4E2GA	126	XRAY	1.86	0.16	0.21
5IMYA	490	XRAY	2.4	0.23	0.28
3D33A	108	XRAY	1.7	0.18	0.22
2HPSA	186	XRAY	1.72	0.2	0.23
3GAGA	206	XRAY	1.7	0.15	0.19
3GU3A	284	XRAY	2.3	0.19	0.21
3T69A	330	XRAY	2.55	0.22	0.28
5WHXA	271	XRAY	1.69	0.15	0.18
2I1MA	333	XRAY	1.8	0.25	0.28
2XJPA	258	XRAY	0.95	0.11	0.12
1NIRA	543	XRAY	2.15	0.21	0.24
1IUKA	140	XRAY	1.7	0.23	0.28
2DUMA	170	XRAY	2.75	0.22	0.28
5HVXA	277	XRAY	2.45	0.21	0.23
2IB0A	170	XRAY	2	0.2	0.23
3KTNA	346	XRAY	2.26	0.24	0.24
4ZTPH	223	XRAY	1.63	0.2	0.23
3E9FA	121	XRAY	1.8	0.19	0.22
2NNRA	110	XRAY	1.7	0.19	0.22
3D36C	46	XRAY	2.03	0.2	0.21
1XKWA	665	XRAY	2	0.22	0.24
4H8AA	339	XRAY	1.64	0.23	0.25
2HZFA	114	XRAY	1.8	0.18	0.22
5EYIA	225	XRAY	2.16	0.19	0.21
1ZYOA	191	XRAY	2.4	0.25	0.29
2DKAA	544	XRAY	1.93	0.19	0.22
2E3NA	255	XRAY	1.4	0.22	0.23
4KQ7A	374	XRAY	1.62	0.14	0.16
1SWVA	267	XRAY	2.3	0.22	0.28
2Q4OA	215	XRAY	1.95	0.17	0.22
3SBTA	260	XRAY	1.8	0.17	0.2
3ILZA	267	XRAY	1.85	0.15	0.19
3GT0A	247	XRAY	2	0.23	0.26
4ADMA	495	XRAY	1.65	0.16	0.18
5THEA	549	XRAY	2.1	0.16	0.21
1N00A	321	XRAY	2.1	0.22	0.28
3NYMA	128	XRAY	1.9	0.17	0.21
3TOYA	383	XRAY	1.8	0.16	0.2
1RTRA	301	XRAY	2.5	0.23	0.27
4YTWA	81	XRAY	1.4	0.22	0.24
1QQFA	277	XRAY	1.45	0.16	0.22
5IFZA	172	XRAY	1.6	0.18	0.21
6AQKA	230	XRAY	1.8	0.18	0.23
2GAXA	135	XRAY	1.8	0.25	0.28
5CQ2A	90	XRAY	1.4	0.15	0.18
5KNKB	333	XRAY	1.9	0.23	0.27
4F3NA	432	XRAY	1.75	0.17	0.2
1CBFA	285	XRAY	2.4	0.2	0.25
5C2ZA	255	XRAY	1.96	0.18	0.25
2QVEA	528	XRAY	2	0.19	0.22
2OL1A	147	XRAY	1.8	0.2	0.23
5ZE0B	389	XRAY	2.75	0.2	0.23
2HSAA	402	XRAY	1.5	0.23	0.26
3AWUA	281	XRAY	1.16	0.14	0.17
5YHRA	97	XRAY	1.34	0.18	0.2
4AP9A	201	XRAY	1.78	0.2	0.22
4PAWA	225	XRAY	2.23	0.19	0.24
3B7XA	134	XRAY	2.1	0.26	0.28
2Z1DA	372	XRAY	2.07	0.18	0.22
3TE8A	127	XRAY	1.7	0.18	0.23
3IF8A	339	XRAY	2.55	0.23	0.27
4PQ9A	257	XRAY	1.2	0.12	0.14
1UHAA	82	XRAY	1.5	0.18	0.21
3OM4A	456	XRAY	1.75	0.2	0.21
4R2FA	431	XRAY	2	0.17	0.21
4YV4A	58	XRAY	1.8	0.21	0.24
3K6OA	224	XRAY	2	0.18	0.21
4BSJA	232	XRAY	2.5	0.21	0.25
1KCMA	270	XRAY	2	0.22	0.27
1KK1A	410	XRAY	1.8	0.22	0.24
3DLQR	211	XRAY	1.9	0.2	0.24
2ZUEA	629	XRAY	2	0.22	0.25
3GWCA	258	XRAY	1.9	0.19	0.23
5TUUA	155	XRAY	2.25	0.21	0.24
3L4QC	170	XRAY	2.3	0.23	0.29
2G58A	121	XRAY	0.98	0.13	0.16
5NCBA	409	XRAY	1.44	0.13	0.15
4M6BC	55	XRAY	1.78	0.23	0.22
2H98A	313	XRAY	1.8	0.17	0.23
5K7BA	98	XRAY	2.3	0.22	0.24
5MV0A	207	XRAY	1.93	0.17	0.21
2B0CA	206	XRAY	2	0.21	0.26
2IU5A	195	XRAY	1.6	0.2	0.23
3FZ4A	120	XRAY	1.38	0.17	0.21
3E0HA	158	XRAY	1.81	0.21	0.23
1T9MA	214	XRAY	1.9	0.19	0.23
3GZBA	154	XRAY	1.44	0.15	0.17
1R0DA	206	XRAY	1.9	0.22	0.27
4CHKA	127	XRAY	2.85	0.18	0.22
3VYYA	91	XRAY	2.9	0.22	0.26
2GL8A	241	XRAY	2.4	0.24	0.3
2ENDA	138	XRAY	1.45	0.16	1
1E5EA	404	XRAY	2.18	0.14	0.19
5O0XA	291	XRAY	2.2	0.18	0.21
1T35A	191	XRAY	2.72	0.25	0.29
2DHOA	235	XRAY	1.6	0.17	0.2
1OLZA	663	XRAY	2	0.21	0.27
3EQTA	145	XRAY	2	0.21	0.25
3OBAA	1032	XRAY	2.75	0.21	0.24
6B1ZA	511	XRAY	1.6	0.18	0.21
3WGCA	341	XRAY	2.5	0.19	0.25
5BXGA	162	XRAY	1.9	0.17	0.19
5YI6A	262	XRAY	1.85	0.17	0.2
4LRVA	109	XRAY	2.5	0.2	0.24
4V1GA	86	XRAY	1.55	0.16	0.18
1GD7A	109	XRAY	2	0.22	0.28
1VDMA	153	XRAY	2.5	0.21	0.24
1SHUX	182	XRAY	1.5	0.19	0.21
3O7BA	244	XRAY	1.45	0.2	0.21
2HTAA	309	XRAY	1.9	0.19	0.22
2A7WA	116	XRAY	2.8	0.26	0.28
4AXIA	125	XRAY	1.51	0.14	0.18
3WB9A	305	XRAY	1.93	0.17	0.21
1Q06A	135	XRAY	2.07	0.22	0.26
3PE9A	98	XRAY	1.69	0.18	0.23
3RKUA	287	XRAY	2.6	0.19	0.24
3INGA	325	XRAY	1.95	0.15	0.19
3KV1A	267	XRAY	1.7	0.17	0.2
3QRVA	336	XRAY	2.4	0.21	0.28
4RN7A	188	XRAY	1.72	0.2	0.21
6F7LA	442	XRAY	2.5	0.21	0.24
2BM0A	691	XRAY	2.4	0.21	0.27
3LFKA	129	XRAY	1.6	0.21	0.23
1ZK9A	110	XRAY	2.18	0.2	0.22
2EHGA	149	XRAY	1.6	0.19	0.22
1KOPA	223	XRAY	1.9	0.21	0.27
2FHDA	153	XRAY	2.4	0.2	0.26
6AQZA	341	XRAY	2.4	0.18	0.22
1HX6A	394	XRAY	1.65	0.19	0.21
1K8DA	274	XRAY	2.3	0.22	0.28
1IPAA	274	XRAY	2.4	0.23	0.29
4IB2A	252	XRAY	1.76	0.16	0.18
1CXCA	124	XRAY	1.6	0.23	1
3BXOA	239	XRAY	2	0.17	0.25
4FPWA	181	XRAY	2.5	0.24	0.28
4QGEA	533	XRAY	2	0.24	0.27
2Z3ZA	706	XRAY	1.95	0.18	0.21
3IRSA	291	XRAY	1.76	0.17	0.21
1T7VA	278	XRAY	1.95	0.21	0.25
3Q85A	169	XRAY	1.76	0.21	0.23
6AM0B	190	XRAY	2.84	0.23	0.25
4ZRPC	119	XRAY	2.1	0.18	0.21
2J2JA	197	XRAY	1.5	0.17	0.21
3TVKA	179	XRAY	1.8	0.17	0.2
2ZUYA	620	XRAY	1.65	0.16	0.18
3LRQA	100	XRAY	2.29	0.19	0.24
2CZDA	208	XRAY	1.6	0.17	0.2
3FXBA	326	XRAY	2.9	0.22	0.26
3BASA	89	XRAY	2.3	0.25	0.29
4AW2A	437	XRAY	1.7	0.17	0.19
2ERXA	172	XRAY	1.65	0.16	0.19
3RTYA	339	XRAY	2.85	0.24	0.29
3SZAA	469	XRAY	1.48	0.17	0.19
4V2DA	326	XRAY	2.5	0.28	0.3
2HALA	212	XRAY	1.35	0.18	0.2
2OU6A	190	XRAY	1.8	0.16	0.19
2RILA	99	XRAY	1.26	0.14	0.16
4APLA	431	XRAY	2.9	0.2	0.27
1I1RB	181	XRAY	2.4	0.21	0.26
2Z80A	353	XRAY	1.8	0.22	0.25
3B4QA	94	XRAY	1.55	0.19	0.22
4HPNA	378	XRAY	1.6	0.14	0.16
2FONA	683	XRAY	2.74	0.21	0.27
5F71A	109	XRAY	2.4	0.22	0.26
3MYUA	344	XRAY	1.95	0.22	0.26
5ELHA	145	XRAY	1.8	0.18	0.21
3FDQA	170	XRAY	1.75	0.22	0.23
5IL7A	447	XRAY	2.3	0.22	0.26
3HQXA	111	XRAY	1.66	0.17	0.2
2P5IA	288	XRAY	2.21	0.23	0.26
1XD6A	112	XRAY	2	0.22	0.24
5YVXA	60	XRAY	1.59	0.17	0.18
4QAFA	152	XRAY	1.8	0.2	0.24
4FFBC	278	XRAY	2.88	0.21	0.27
5DVWA	134	XRAY	1.75	0.17	0.21
3U3GA	140	XRAY	1.4	0.17	0.19
1QQYA	130	XRAY	1.85	0.18	0.21
1RH9A	373	XRAY	1.5	0.18	0.2
4P7TA	115	XRAY	1.72	0.18	0.23
3H2DA	155	XRAY	1.86	0.18	0.22
4ESQA	194	XRAY	1.7	0.17	0.2
3FF7C	112	XRAY	1.8	0.21	0.25
1DH3A	55	XRAY	3	0.22	0.28
4IVGA	647	XRAY	1.75	0.19	0.2
1U9LA	70	XRAY	1.9	0.22	0.24
2OAAA	249	XRAY	1.5	0.18	0.19
2NXFA	322	XRAY	1.7	0.16	0.18
1ICPA	376	XRAY	1.9	0.18	0.22
3WUDA	136	XRAY	1.68	0.2	0.25
2AC1A	541	XRAY	2.15	0.2	0.24
5VJ0A	318	XRAY	1.93	0.17	0.2
5JZJA	297	XRAY	1.71	0.18	0.21
3H74A	282	XRAY	1.3	0.19	0.2
2OOIA	162	XRAY	2.6	0.23	0.27
5UYTA	518	XRAY	1.75	0.17	0.19
4TR6A	380	XRAY	1.5	0.18	0.2
2H88C	140	XRAY	1.74	0.18	0.21
1TK9A	188	XRAY	2.1	0.18	0.21
5KZSA	340	XRAY	2.3	0.23	0.28
4V02C	128	XRAY	2.7	0.19	0.24
5KFZA	435	XRAY	1.44	0.19	0.21
1XPHA	150	XRAY	1.41	0.18	0.19
3A5RA	387	XRAY	1.6	0.2	0.21
1T6EX	381	XRAY	1.7	0.18	0.21
4AWNA	260	XRAY	1.95	0.17	0.22
1FK5A	93	XRAY	1.3	0.14	0.19
1VJEA	166	XRAY	1.64	0.19	0.21
1WKQA	164	XRAY	1.17	0.16	0.18
4B15A	266	XRAY	1.49	0.15	0.17
3IETB	218	XRAY	2.2	0.23	0.27
4E4CA	119	XRAY	1.8	0.27	0.32
5XOPA	66	XRAY	1.9	0.21	0.25
3IJ6A	312	XRAY	2	0.22	0.27
2JHEA	190	XRAY	2.3	0.25	0.32
1HV5A	165	XRAY	2.6	0.22	0.26
2WAUA	302	XRAY	3	0.29	0.33
1W32A	348	XRAY	1.2	0.12	0.14
4RPFA	310	XRAY	2.3	0.24	0.29
5NL6A	245	XRAY	2.05	0.19	0.25
3R2GA	361	XRAY	1.94	0.18	0.21
4RJZA	407	XRAY	1.17	0.13	0.17
2YAVA	318	XRAY	1.7	0.16	0.19
2R60A	499	XRAY	1.8	0.23	0.25
2H30A	164	XRAY	1.6	0.19	0.21
3ZFPA	148	XRAY	1.25	0.16	0.21
5UWZA	243	XRAY	1.25	0.14	0.17
1GQVA	135	XRAY	0.98	0.12	0.14
3RRIA	135	XRAY	1.5	0.14	0.16
1LEDA	243	XRAY	2	0.18	1
3Q6ZA	214	XRAY	2.23	0.21	0.28
5XN8A	365	XRAY	2.33	0.24	0.25
2JE3A	186	XRAY	1.8	0.2	0.23
6FHFA	362	XRAY	1.85	0.19	0.23
5FMUA	137	XRAY	1.59	0.18	0.21
5UK3A	176	XRAY	2.8	0.22	0.24
5Y5SH	259	XRAY	1.9	0.18	0.21
5YT0A	364	XRAY	1.89	0.17	0.22
3A1FA	186	XRAY	2	0.24	0.28
1RPYA	114	XRAY	2.3	0.23	0.27
1H8UA	117	XRAY	1.8	0.23	0.26
5JPHA	144	XRAY	1.46	0.14	0.17
3HX8A	129	XRAY	1.45	0.15	0.19
3AAIA	94	XRAY	2.1	0.24	0.29
5KKXA	239	XRAY	2.1	0.17	0.21
2WPVB	59	XRAY	1.99	0.17	0.21
6GIBA	245	XRAY	2.19	0.2	0.26
2ABKA	211	XRAY	1.85	0.18	0.22
2Z69A	154	XRAY	2.1	0.22	0.26
5B3HC	72	XRAY	2.7	0.21	0.25
4XAQA	503	XRAY	2.21	0.19	0.23
4NWPA	172	XRAY	2.1	0.19	0.22
3RETA	101	XRAY	1.79	0.21	0.26
3DEWA	206	XRAY	1.75	0.17	0.21
4OIEA	185	XRAY	1.85	0.22	0.26
2RC3A	135	XRAY	1.6	0.19	0.24
4UAFB	466	XRAY	1.7	0.17	0.19
3G1UA	437	XRAY	2.2	0.18	0.23
4F9CB	144	XRAY	2.08	0.21	0.25
2F82A	450	XRAY	2.1	0.2	0.24
5AMHA	125	XRAY	1.2	0.13	0.16
1TGJA	112	XRAY	2	0.17	1
4DO8A	66	XRAY	1.8	0.2	0.23
4LP8A	301	XRAY	2.46	0.18	0.25
4D8OA	581	XRAY	2.2	0.21	0.24
2V4VA	129	XRAY	1.5	0.19	0.22
4Z1DA	276	XRAY	1.65	0.19	0.21
3ZX4A	259	XRAY	1.74	0.17	0.22
1EO6A	117	XRAY	1.8	0.23	0.26
3PURA	528	XRAY	2.1	0.22	0.25
1EG2A	319	XRAY	1.75	0.21	0.25
3QEXA	903	XRAY	1.73	0.18	0.21
4H3UA	158	XRAY	1.15	0.13	0.14
5DN9A	364	XRAY	1.5	0.14	0.17
1HY7A	173	XRAY	1.5	0.19	0.22
4WUIA	207	XRAY	1.09	0.13	0.14
4C92G	115	XRAY	2.3	0.21	0.26
4WK5A	294	XRAY	1.7	0.18	0.21
3FYMA	130	XRAY	1	0.11	0.14
1VPMA	169	XRAY	1.66	0.17	0.2
2XVSA	166	XRAY	1.8	0.17	0.24
4AIDA	726	XRAY	2.6	0.21	0.25
1LENB	52	XRAY	1.8	0.17	1
6CU3A	336	XRAY	2.5	0.19	0.23
4MUVA	142	XRAY	1.25	0.14	0.17
5OSNA	275	XRAY	2.3	0.23	0.26
3Q7YA	132	XRAY	1.45	0.19	0.22
3G01A	227	XRAY	2.5	0.21	0.24
5N6NC	756	XRAY	2.29	0.19	0.24
1ZJRA	211	XRAY	1.85	0.24	0.25
5CW4A	255	XRAY	2.54	0.19	0.24
6CK9E	114	XRAY	2.71	0.25	0.29
3ZQ6A	324	XRAY	2.11	0.17	0.22
3BNIA	229	XRAY	2.3	0.2	0.25
3HIEA	171	XRAY	2	0.2	0.25
3CI0I	89	XRAY	2.2	0.2	0.26
1LGYA	269	XRAY	2.2	0.19	1
4FK7A	229	XRAY	1.78	0.17	0.2
3CJIC	284	XRAY	2.3	0.26	0.26
4K82A	217	XRAY	1.6	0.19	0.24
2NYCA	144	XRAY	1.9	0.21	0.24
1FXZA	476	XRAY	2.8	0.2	0.25
3OOUA	108	XRAY	1.57	0.19	0.22
3HRXA	254	XRAY	1.85	0.18	0.21
5Y5SC	404	XRAY	1.9	0.18	0.21
1ZZHA	328	XRAY	2.7	0.25	0.28
3HG9A	131	XRAY	2.4	0.24	0.27
4UV2A	262	XRAY	2.8	0.19	0.23
3BL9A	301	XRAY	1.8	0.18	0.22
1TULA	108	XRAY	2.2	0.18	1
3DSLA	419	XRAY	2.7	0.22	0.29
3MMTA	347	XRAY	2.35	0.18	0.22
6DUBA	222	XRAY	1.2	0.15	0.18
3FD4A	191	XRAY	2.4	0.22	0.24
2Q2GA	180	XRAY	1.9	0.25	0.29
5YGPA	463	XRAY	2.09	0.22	0.25
3OWCA	188	XRAY	1.9	0.18	0.21
5VR2A	50	XRAY	1.92	0.19	0.24
4WY4D	65	XRAY	1.4	0.14	0.18
4QL0A	554	XRAY	2.5	0.22	0.26
3QWTA	381	XRAY	2.18	0.18	0.24
4KP6A	340	XRAY	1.5	0.17	0.2
3EKIA	403	XRAY	1.6	0.18	0.23
2WJNC	336	XRAY	1.86	0.17	0.19
4OHNA	257	XRAY	1.37	0.14	0.15
5VT9A	152	XRAY	1.85	0.19	0.23
2J5CA	569	XRAY	1.95	0.22	0.23
1H8AC	128	XRAY	2.23	0.24	0.29
1OVMA	552	XRAY	2.65	0.21	0.24
4P1XB	296	XRAY	2.4	0.18	0.22
3FDTA	59	XRAY	2	0.2	0.26
3RS1A	122	XRAY	1.94	0.19	1
3QP3A	103	XRAY	2	0.18	0.21
5KWDA	160	XRAY	2.75	0.23	0.28
1UR4A	399	XRAY	2.2	0.2	0.24
1OUOA	210	XRAY	2.3	0.19	0.27
3E15A	312	XRAY	2	0.15	0.2
4XWIA	262	XRAY	1.92	0.17	0.2
3HZNA	220	XRAY	2.4	0.18	0.22
3OOQA	396	XRAY	2.06	0.17	0.21
1SQ4A	278	XRAY	2.7	0.21	0.26
4DVHA	208	XRAY	2.23	0.17	0.22
2P12A	176	XRAY	1.63	0.17	0.22
4JMPA	269	XRAY	1.3	0.17	0.19
2HYVA	308	XRAY	1.42	0.21	0.22
4EG2A	298	XRAY	2.2	0.16	0.21
1Q47A	495	XRAY	2.8	0.25	0.29
4A1GE	53	XRAY	2.6	0.19	0.24
4R6YA	318	XRAY	1.22	0.12	0.15
1XKNA	355	XRAY	1.6	0.18	0.2
2VN4A	599	XRAY	1.85	0.16	0.18
2WTKC	305	XRAY	2.65	0.24	0.29
2P0AA	344	XRAY	1.9	0.18	0.22
